Current_Date,Location,Next_Date,HCHO_reading
2019-10-24,"Bibile, Monaragala",2019-10-25,9.575045485948372e-05
2019-10-25,"Bibile, Monaragala",2019-10-26,9.575045485948372e-05
2019-10-26,"Bibile, Monaragala",2019-10-27,0.0001978736186073442
2019-10-27,"Bibile, Monaragala",2019-10-28,0.00019936080182474973
2019-10-28,"Bibile, Monaragala",2019-10-29,0.00019861721021604693
2019-10-29,"Bibile, Monaragala",2019-10-30,0.00011119511034166476
2019-10-30,"Bibile, Monaragala",2019-10-31,0.00011119511034166476
2019-10-31,"Bibile, Monaragala",2019-11-01,-4.765897301695077e-06
2019-11-01,"Bibile, Monaragala",2019-11-02,7.961665078926478e-05
2019-11-02,"Bibile, Monaragala",2019-11-03,7.301303441877131e-05
2019-11-03,"Bibile, Monaragala",2019-11-04,7.631484260401801e-05
2019-11-04,"Bibile, Monaragala",2019-11-05,0.0001025767658446
2019-11-05,"Bibile, Monaragala",2019-11-06,5.952412593517619e-05
2019-11-06,"Bibile, Monaragala",2019-11-07,0.0001244564848621
2019-11-07,"Bibile, Monaragala",2019-11-08,0.0001137354925625
2019-11-08,"Bibile, Monaragala",2019-11-09,0.00011909598871229998
2019-11-09,"Bibile, Monaragala",2019-11-10,0.0001137354925625
2019-11-10,"Bibile, Monaragala",2019-11-11,0.00011641574063740005
2019-11-11,"Bibile, Monaragala",2019-11-12,7.8603618761754e-05
2019-11-12,"Bibile, Monaragala",2019-11-13,1.1670059962981136e-05
2019-11-13,"Bibile, Monaragala",2019-11-14,9.017052121765264e-05
2019-11-14,"Bibile, Monaragala",2019-11-15,4.494364215642581e-05
2019-11-15,"Bibile, Monaragala",2019-11-16,-3.101655966020189e-05
2019-11-16,"Bibile, Monaragala",2019-11-17,7.223729487439374e-05
2019-11-17,"Bibile, Monaragala",2019-11-18,3.7091107515152544e-05
2019-11-18,"Bibile, Monaragala",2019-11-19,0.0001103087745437
2019-11-19,"Bibile, Monaragala",2019-11-20,8.99974333677621e-06
2019-11-20,"Bibile, Monaragala",2019-11-21,5.9654258940238075e-05
2019-11-21,"Bibile, Monaragala",2019-11-22,9.806883275501884e-06
2019-11-22,"Bibile, Monaragala",2019-11-23,0.0001516398129279616
2019-11-23,"Bibile, Monaragala",2019-11-24,8.07233481017317e-05
2019-11-24,"Bibile, Monaragala",2019-11-25,0.0001516398129279616
2019-11-25,"Bibile, Monaragala",2019-11-26,0.00011618158051484671
2019-11-26,"Bibile, Monaragala",2019-11-27,0.00020620901378437499
